"CChny_HanyouUniqueKey","CChny_HanyouCodeKey","CChny_Sort","CChny_HanyouCodeValue","CChny_HanyouCodeNaiyou","CChny_HanyouCodeSetumei"
"R_JIKO9","R_JIKO",99,"9","個別印鑑改印手続","個別印鑑改印手続"
"R_JIKO91","R_JIKO",99,"91","全額払戻禁止","全額払戻禁止"
"R_JIKO92","R_JIKO",99,"92","一部払戻禁止","一部払戻禁止"
"R_JIKO98","R_JIKO",7,"98","代位弁済先","代位弁済先"
"R_JOINTDEBT1","R_JOINTDEBT",1,"1","親","親"
"R_JOINTDEBT2","R_JOINTDEBT",2,"2","子","子"
"R_JOINTDEBT3","R_JOINTDEBT",3,"3","配偶者（婚約者）","配偶者（婚約者）"
"R_JOINTDEBT4","R_JOINTDEBT",4,"4","兄弟（姉妹）","兄弟（姉妹）"
"R_JOINTDEBT5","R_JOINTDEBT",5,"5","他の親族","他の親族"
"R_JOINTDEBT6","R_JOINTDEBT",6,"6","その他","その他"
"R_JOKENKUBN1","R_JOKENKUBN",1,"1","条件","条件区分-条件"
"R_JOKENKUBN2","R_JOKENKUBN",2,"2","指示","条件区分-指示"
"R_JOKENKUBN4","R_JOKENKUBN",4,"4","回答書回覧","条件区分-回答書回覧"
"R_JOKENKUBN5","R_JOKENKUBN",5,"5","実行予定","条件区分-実行予定"
"R_JOKENKUBN6","R_JOKENKUBN",3,"6","仮承認","条件区分-仮承認"
"R_JOKENSYURUI1","R_JOKENSYURUI",1,"1","決裁条件","決裁条件"
"R_JOKENSYURUI2","R_JOKENSYURUI",2,"2","事後条件","事後条件"
"R_KAIINKB1","R_KAIINKB",1,"1","純預担","純預担"
"R_KAIINKB2","R_KAIINKB",2,"2","卒業生","卒業生"
"R_KAIINKB3","R_KAIINKB",3,"3","小口員外","小口員外"
"R_KAIINKB4","R_KAIINKB",4,"4","公共団体","公共団体"
"R_KAIINKB5","R_KAIINKB",5,"5","住宅供給公社","住宅供給公社"
"R_KAIINKB6","R_KAIINKB",6,"6","金融機関","金融機関"
"R_KAIINKB7","R_KAIINKB",7,"7","雇用促進事業団","雇用促進事業団"
"R_KAIINKB9","R_KAIINKB",8,"9","実質会員","実質会員"
"R_KANKAKU0","R_KANKAKU",7,"0","一括","一括"
"R_KANKAKU1","R_KANKAKU",1,"1","１ヵ月","１ヵ月"
"R_KANKAKU12","R_KANKAKU",6,"12","１２ヵ月","１２ヵ月"
"R_KANKAKU2","R_KANKAKU",2,"2","２ヵ月","２ヵ月"
"R_KANKAKU3","R_KANKAKU",3,"3","３ヵ月","３ヵ月"
"R_KANKAKU4","R_KANKAKU",4,"4","４ヵ月","４ヵ月"
"R_KANKAKU6","R_KANKAKU",5,"6","６ヵ月","６ヵ月"
"R_KANRIAREA1","R_KANRIAREA",1,"1","重点","重点"
"R_KANRIAREA2","R_KANRIAREA",2,"2","一般","一般"
"R_KANRIAREA3","R_KANRIAREA",2,"3","他","他"
"R_KANRYOUKBN1","R_KANRYOUKBN",1,"1","未完了","未完了"
"R_KANRYOUKBN2","R_KANRYOUKBN",2,"2","完了","完了"
"R_KANSAINEN00","R_KANSAINEN",2,"00","その他","その他"
"R_KANSAINEN80","R_KANSAINEN",1,"80","80歳","80歳"
"R_KARIKAEKBN1","R_KARIKAEKBN",1,"1","当庫","当庫"
"R_KARIKAEKBN2","R_KARIKAEKBN",2,"2","他行","他行"
"R_KARIKAEKBN3","R_KARIKAEKBN",3,"3","事業譲受","事業譲受"
"R_KARIKAEKBN4","R_KARIKAEKBN",4,"4","みやこ譲受債権","みやこ譲受債権"
"R_KARIKAEKBN5","R_KARIKAEKBN",5,"5","南京都譲受債権","南京都譲受債権"
"R_KARIKAEKBN6","R_KARIKAEKBN",6,"6","二信金譲受債権","二信金譲受債権"
"R_KESSAIKENGE1","R_KESSAIKENGE",2,"1","支店決裁","支店決裁"
"R_KESSAIKENGE2","R_KESSAIKENGE",3,"2","本部決裁","本部決裁"
"R_KESSAIKENGE3","R_KESSAIKENGE",1,"3","未判定","未判定"
"R_KIANSYURUI01","R_KIANSYURUI",1,"01","新規","新規"
"R_KIANSYURUI03","R_KIANSYURUI",2,"03","条件変更稟議","条件変更稟議"
"R_KIANSYURUI04","R_KIANSYURUI",3,"04","本稟議","本稟議"
"R_KIANSYURUI05","R_KIANSYURUI",4,"05","再利用","再利用"
"R_KIANSYURUI06","R_KIANSYURUI",5,"06","再申請","再申請"
"R_KINRIKBN10","R_KINRIKBN",6,"10","固定１０年","固定１０年"
"R_KINRIKBN15","R_KINRIKBN",7,"15","固定１５年","固定１５年"
"R_KINRIKBN2","R_KINRIKBN",2,"2","固定２年","固定２年"
"R_KINRIKBN20","R_KINRIKBN",8,"20","固定２０年","固定２０年（2013/7/3～）"
"R_KINRIKBN3","R_KINRIKBN",3,"3","固定３年","固定３年"
"R_KINRIKBN5","R_KINRIKBN",4,"5","固定５年","固定５年"
"R_KINRIKBN7","R_KINRIKBN",5,"7","固定７年","固定７年（2025/7～）"
"R_KINRIKBN99","R_KINRIKBN",9,"99","変動","変動"
"R_KINRINENGEN1","R_KINRINENGEN",1,"1","変動金利","変動金利"
"R_KINRINENGEN2","R_KINRINENGEN",2,"2","期間１年以内","期間１年以内"
"R_KINRINENGEN3","R_KINRINENGEN",3,"3","期間１年超３年以内","期間１年超３年以内"
"R_KINRINENGEN4","R_KINRINENGEN",4,"4","期間３年超５年以内","期間３年超５年以内"
"R_KINRINENGEN5","R_KINRINENGEN",5,"5","期間５年超","期間５年超"
"R_KTYSI_KIKAN01","R_KTYSI_KIKAN",1,"01","1","1年"
"R_KTYSI_KIKAN02","R_KTYSI_KIKAN",2,"02","2","2年"
"R_KTYSI_KIKAN03","R_KTYSI_KIKAN",3,"03","3","3年"
"R_KTYSI_KIKAN04","R_KTYSI_KIKAN",4,"04","4","4年"
"R_KTYSI_KIKAN05","R_KTYSI_KIKAN",5,"05","5","5年"
"R_KTYSI_KIKAN06","R_KTYSI_KIKAN",6,"06","6","6年"
"R_KTYSI_KIKAN07","R_KTYSI_KIKAN",7,"07","7","7年"
"R_KTYSI_KIKAN08","R_KTYSI_KIKAN",8,"08","8","8年"
"R_KTYSI_KIKAN09","R_KTYSI_KIKAN",9,"09","9","9年"
"R_KTYSI_KIKAN10","R_KTYSI_KIKAN",10,"10","10","10年"
"R_KTYSI_KIKAN11","R_KTYSI_KIKAN",11,"11","11","11年"
"R_KTYSI_KIKAN12","R_KTYSI_KIKAN",12,"12","12","12年"
"R_KTYSI_KIKAN13","R_KTYSI_KIKAN",13,"13","13","13年"
"R_KTYSI_KIKAN14","R_KTYSI_KIKAN",14,"14","14","14年"
"R_KTYSI_KIKAN15","R_KTYSI_KIKAN",15,"15","15","15年"
"R_KTYSI_KIKAN16","R_KTYSI_KIKAN",16,"16","16","16年"
"R_KTYSI_KIKAN17","R_KTYSI_KIKAN",17,"17","17","17年"
"R_KTYSI_KIKAN18","R_KTYSI_KIKAN",18,"18","18","18年"
"R_KTYSI_KIKAN19","R_KTYSI_KIKAN",19,"19","19","19年"
"R_KTYSI_KIKAN20","R_KTYSI_KIKAN",20,"20","20","20年"
"R_KTYSI_KIKAN21","R_KTYSI_KIKAN",21,"21","21","21年"
"R_KTYSI_KIKAN22","R_KTYSI_KIKAN",22,"22","22","22年"
"R_KTYSI_KIKAN23","R_KTYSI_KIKAN",23,"23","23","23年"
"R_KTYSI_KIKAN24","R_KTYSI_KIKAN",24,"24","24","24年"
"R_KTYSI_KIKAN25","R_KTYSI_KIKAN",25,"25","25","25年"
"R_KTYSI_KIKAN26","R_KTYSI_KIKAN",26,"26","26","26年"
"R_KTYSI_KIKAN27","R_KTYSI_KIKAN",27,"27","27","27年"
"R_KTYSI_KIKAN28","R_KTYSI_KIKAN",28,"28","28","28年"
"R_KTYSI_KIKAN29","R_KTYSI_KIKAN",29,"29","29","29年"
"R_KTYSI_KIKAN30","R_KTYSI_KIKAN",30,"30","30","30年"
"R_KTYSI_KIKAN31","R_KTYSI_KIKAN",31,"31","31","31年"
"R_KTYSI_KIKAN32","R_KTYSI_KIKAN",32,"32","32","32年"
"R_KTYSI_KIKAN33","R_KTYSI_KIKAN",33,"33","33","33年"
"R_KTYSI_KIKAN34","R_KTYSI_KIKAN",34,"34","34","34年"
"R_KTYSI_KIKAN35","R_KTYSI_KIKAN",35,"35","35","35年"
"R_KTYSI_KIKAN36","R_KTYSI_KIKAN",36,"36","36","36年"
"R_KTYSI_KIKAN37","R_KTYSI_KIKAN",37,"37","37","37年"
"R_KTYSI_KIKAN38","R_KTYSI_KIKAN",38,"38","38","38年"
"R_KTYSI_KIKAN39","R_KTYSI_KIKAN",39,"39","39","39年"
"R_KTYSI_KIKAN40","R_KTYSI_KIKAN",40,"40","40","40年"
"R_LOANTYPE10","R_LOANTYPE",99,"10","学資当貸","学資当貸"
"R_LOANTYPE100","R_LOANTYPE",99,"100","住宅先取","住宅先取"
"R_LOANTYPE101","R_LOANTYPE",99,"101","一般住宅","一般住宅"
"R_LOANTYPE102","R_LOANTYPE",99,"102","優遇住宅","優遇住宅"
"R_LOANTYPE103","R_LOANTYPE",99,"103","特例住宅","特例住宅"
"R_LOANTYPE104","R_LOANTYPE",99,"104","借換住宅","借換住宅"
"R_LOANTYPE120","R_LOANTYPE",99,"120","ＳＣＢ住宅先取","ＳＣＢ住宅先取"
"R_LOANTYPE121","R_LOANTYPE",99,"121","ＳＣＢ一般住宅","ＳＣＢ一般住宅"
"R_LOANTYPE122","R_LOANTYPE",99,"122","ＳＣＢ優遇住宅","ＳＣＢ優遇住宅"
"R_LOANTYPE124","R_LOANTYPE",99,"124","ＳＣＢ借換住宅","ＳＣＢ借換住宅"
"R_LOANTYPE150","R_LOANTYPE",99,"150","住宅後取","住宅後取"
"R_LOANTYPE170","R_LOANTYPE",99,"170","ワイド先取","ワイド先取"
"R_LOANTYPE175","R_LOANTYPE",99,"175","ワイド後取","ワイド後取"
"R_LOANTYPE180","R_LOANTYPE",99,"180","ワイドフリー先","ワイドフリー先"
"R_LOANTYPE185","R_LOANTYPE",99,"185","ワイドフリー後","ワイドフリー後"
"R_LOANTYPE190","R_LOANTYPE",99,"190","ワイド枠","ワイド枠"
"R_LOANTYPE200","R_LOANTYPE",1,"200","マイライフ","マイライフ"
"R_LOANTYPE201","R_LOANTYPE",99,"201","旧保険先取","旧保険先取"
"R_LOANTYPE202","R_LOANTYPE",99,"202","定積先取","定積先取"
"R_LOANTYPE203","R_LOANTYPE",99,"203","カーリース先取","カーリース先取"
"R_LOANTYPE204","R_LOANTYPE",2,"204","切替プラン","切替プラン"
"R_LOANTYPE220","R_LOANTYPE",99,"220","ＳＣＢ個人先取","ＳＣＢ個人先取"
"R_LOANTYPE221","R_LOANTYPE",99,"221","ＳＣＢカー先取","ＳＣＢカー先取"
"R_LOANTYPE222","R_LOANTYPE",99,"222","ＳＣＢカー後取","ＳＣＢカー後取"
"R_LOANTYPE223","R_LOANTYPE",99,"223","ＳＣＢ教育先取","ＳＣＢ教育先取"
"R_LOANTYPE224","R_LOANTYPE",99,"224","ＳＣＢ教育後取","ＳＣＢ教育後取"
"R_LOANTYPE250","R_LOANTYPE",99,"250","個人後取","個人後取"
"R_LOANTYPE251","R_LOANTYPE",99,"251","旧保険後取","旧保険後取"
"R_LOANTYPE252","R_LOANTYPE",99,"252","定積後取","定積後取"
"R_LOANTYPE253","R_LOANTYPE",99,"253","子育て応援後取","子育て応援後取"
"R_LOANTYPE254","R_LOANTYPE",99,"254","切替後取","切替後取"
"R_LOANTYPE260","R_LOANTYPE",99,"260","学資証貸切換","学資証貸切換"
"R_LOANTYPE270","R_LOANTYPE",3,"270","マイカーローン","マイカーローン"
"R_LOANTYPE271","R_LOANTYPE",4,"271","リピートプラン","マイカー（リピーター）"
"R_LOANTYPE275","R_LOANTYPE",99,"275","カー後取","カー後取"
"R_LOANTYPE276","R_LOANTYPE",99,"276","リピート後取","リピート後取"
"R_LOANTYPE280","R_LOANTYPE",5,"280","教育プラン（先取）","教育プラン（先取）"
"R_LOANTYPE285","R_LOANTYPE",6,"285","教育プラン（後取）","教育プラン（後取）"
"R_LOANTYPE290","R_LOANTYPE",99,"290","学資証貸先取","学資証貸先取"
"R_LOANTYPE295","R_LOANTYPE",99,"295","学資証貸後取","学資証貸後取"
"R_LOANTYPE300","R_LOANTYPE",99,"300","カードローン","カードローン"
"R_LOANTYPE310","R_LOANTYPE",99,"310","ＰＯＳローン","ＰＯＳローン"
"R_LOANTYPE330","R_LOANTYPE",99,"330","スイング","スイング"
"R_LOANTYPE400","R_LOANTYPE",99,"400","スピード先取","スピード先取"
"R_LOANTYPE450","R_LOANTYPE",99,"450","スピード後取","スピード後取"
"R_LOANTYPE501","R_LOANTYPE",99,"501","損保先取","損保先取"
"R_LOANTYPE504","R_LOANTYPE",99,"504","生保先取","生保先取"
"R_LOANTYPE551","R_LOANTYPE",99,"551","損保後取","損保後取"
"R_LOANTYPE554","R_LOANTYPE",99,"554","生保後取","生保後取"
"R_LOANTYPE670","R_LOANTYPE",99,"670","ワイドカード","ワイドカード"
"R_LOANTYPE689","R_LOANTYPE",99,"689","増資ローン","増資ローン"
"R_LOANTYPE826","R_LOANTYPE",99,"826","ＳＣＢ福祉先取","ＳＣＢ福祉先取"
"R_LOANTYPE827","R_LOANTYPE",99,"827","ＳＣＢ福祉後取","ＳＣＢ福祉後取"
"R_LOANTYPE828","R_LOANTYPE",99,"828","ＳＣＢ修繕先取","ＳＣＢ修繕先取"
"R_LOANTYPE829","R_LOANTYPE",99,"829","ＳＣＢ修繕後取","ＳＣＢ修繕後取"
"R_LOANTYPE830","R_LOANTYPE",7,"830","福祉プラン","福祉プラン"
"R_LOANTYPE835","R_LOANTYPE",99,"835","福祉後取","福祉後取"
"R_LOANTYPE840","R_LOANTYPE",8,"840","リフォーム","リフォーム"
"R_LOANTYPE845","R_LOANTYPE",99,"845","リフォーム後取","リフォーム後取"
"R_LOANTYPE850","R_LOANTYPE",99,"850","修繕後取","修繕後取"
"R_LOANTYPE860","R_LOANTYPE",9,"860","ラッキー・シルバー","ラッキー・シルバー"
"R_LOANTYPE900","R_LOANTYPE",99,"900","スピード枠","スピード枠"
"R_MOUSIKOMIKBN1","R_MOUSIKOMIKBN",1,"1","金融円滑化対象","金融円滑化対象"
"R_MOUSIKOMIKBN2","R_MOUSIKOMIKBN",2,"2","金融円滑化対象外","金融円滑化対象外"
"R_MOUSIKOMIST1","R_MOUSIKOMIST",1,"1","仕掛","仕掛"
"R_MOUSIKOMIST2","R_MOUSIKOMIST",2,"2","稟議起案済","稟議起案済"
"R_MOUSIKOMIST3","R_MOUSIKOMIST",3,"3","否認","否認"
"R_MOUSIKOMIST4","R_MOUSIKOMIST",4,"4","取下","取下"
"R_MOUSIKOMIST5","R_MOUSIKOMIST",5,"5","稟議起案中","稟議起案中"
"R_NCRFSARSN01","R_NCREFUSALRSN",1,"01","当庫融資基準に抵触","当庫融資基準に抵触"
"R_NCRFSARSN02","R_NCREFUSALRSN",2,"02","財務内容に問題あり","財務内容に問題あり"
"R_NCRFSARSN03","R_NCREFUSALRSN",3,"03","返済財源不足","返済財源不足"
"R_NCRFSARSN04","R_NCREFUSALRSN",4,"04","保証機関の総合的判断","保証機関の総合的判断"
"R_NCRFSARSN05","R_NCREFUSALRSN",5,"05","申込後に取引停止処分","申込後に取引停止処分"
"R_NCRFSARSN06","R_NCREFUSALRSN",6,"06","本人行方不明","本人行方不明"
"R_NCRFSARSN07","R_NCREFUSALRSN",7,"07","受任通知後半年経過","受任通知受理後、手続開始に至らず6か月経過"
"R_NCRFSARSN08","R_NCREFUSALRSN",8,"08","代位弁済請求発生","代位弁済請求発生"
"R_NCRFSARSN09","R_NCREFUSALRSN",9,"09","本人死亡","本人死亡"
"R_NCRFSARSN10","R_NCREFUSALRSN",10,"10","地区外","地区外"
"R_NCRFSARSN11","R_NCREFUSALRSN",11,"11","反社(本部確認済)","反社(本部確認済)"
"R_NCRFSARSN12","R_NCREFUSALRSN",12,"12","その他の理由","その他の理由"
"R_NCRFSARSNDT01","R_NCREFUSALRSNDT",1,"01","差押履歴あり","差押履歴あり"
"R_NCRFSARSNDT02","R_NCREFUSALRSNDT",2,"02","税金・社保滞納中","税金・社保滞納中"
"R_NCRFSARSNDT03","R_NCREFUSALRSNDT",3,"03","法的破綻履歴あり","法的破綻(取停、破産等)履歴あり"
"R_NCRFSARSNDT04","R_NCREFUSALRSNDT",4,"04","代位弁済履歴あり","代位弁済履歴あり"
"R_NCRFSARSNDT05","R_NCREFUSALRSNDT",5,"05","借入金返済延滞中","借入金返済延滞中"
"R_NCRFSARSNDT06","R_NCREFUSALRSNDT",6,"06","人物面不良","人物面不良"
"R_NCRFSARSNDT07","R_NCREFUSALRSNDT",7,"07","その他(補足必須)","その他(補足必須)"
"R_NEHSYOKAMOKU1","R_NEHSYOKAMOKU",1,"1","商手枠","根保証対象科目・商手枠"
"R_NEHSYOKAMOKU2","R_NEHSYOKAMOKU",2,"2","手貸枠","根保証対象科目・手貸枠"
"R_NEHSYOKAMOKU3","R_NEHSYOKAMOKU",3,"3","当貸枠","根保証対象科目・当貸枠"
"R_ORDERFORM1","R_ORDERFORM",1,"1","業者","業者"
"R_ORDERFORM2","R_ORDERFORM",3,"2","本人","本人"
"R_ORDERFORM3","R_ORDERFORM",5,"3","その他","その他"
"R_ORDERFORM4","R_ORDERFORM",2,"4","業者（支援）","業者（支援）"
"R_ORDERFORM5","R_ORDERFORM",4,"5","本人（支援）","本人（支援）"
"R_P_WAKUSYU1","R_P_WAKUSYU",1,"1","商手枠","商手枠(取引状況照会帳票-枠種類-出力用)"
"R_P_WAKUSYU2","R_P_WAKUSYU",2,"2","手貸枠","手貸枠(取引状況照会帳票-枠種類-出力用)"
"R_P_WAKUSYU3","R_P_WAKUSYU",3,"3","証貸枠","証貸枠(取引状況照会帳票-枠種類-出力用)"
"R_P_WAKUSYU4","R_P_WAKUSYU",4,"4","支払承諾枠","支払承諾枠(取引状況照会帳票-枠種類-出力用)"
"R_P_WAKUSYU5","R_P_WAKUSYU",5,"5","融当","融当(取引状況照会帳票-枠種類-出力用)"
"R_P_WAKUSYU6","R_P_WAKUSYU",6,"6","信保根保証","信保根保証(取引状況照会帳票-枠種類-出力用)"
"R_P_WAKUSYU7","R_P_WAKUSYU",7,"7","当貸枠","当貸枠(取引状況照会帳票-枠種類-出力用)"
"R_PARTNERDIV1","R_PARTNERDIV",1,"1","提携","提携"
"R_PARTNERDIV2","R_PARTNERDIV",2,"2","非提携","非提携"
"R_PARTNERNAME1","R_PARTNERNAME",31,"31","アーバンライフ㈱","アーバンライフ㈱"
"R_PARTNERNAME10","R_PARTNERNAME",906,"906","近鉄不動産住宅㈱","近鉄不動産住宅㈱"
"R_PARTNERNAME11","R_PARTNERNAME",36,"36","京阪電鉄不動産㈱","京阪電鉄不動産㈱"
"R_PARTNERNAME12","R_PARTNERNAME",37,"37","㈱コスモスイニシア","㈱コスモスイニシア"
"R_PARTNERNAME13","R_PARTNERNAME",74,"74","㈱興人","㈱興人"
"R_PARTNERNAME14","R_PARTNERNAME",38,"38","三交不動産㈱","三交不動産㈱"
"R_PARTNERNAME15","R_PARTNERNAME",39,"39","敷島住宅㈱","敷島住宅㈱"
"R_PARTNERNAME16","R_PARTNERNAME",40,"40","大林新星和不動産㈱","大林新星和不動産㈱"
"R_PARTNERNAME17","R_PARTNERNAME",42,"42","住友林業㈱","住友林業㈱"
"R_PARTNERNAME18","R_PARTNERNAME",44,"44","西武不動産販売㈱","西武不動産販売㈱"
"R_PARTNERNAME19","R_PARTNERNAME",907,"907","全宅住宅ローン㈱","全宅住宅ローン㈱"
"R_PARTNERNAME2","R_PARTNERNAME",901,"901","葵建設㈱","葵建設㈱"
"R_PARTNERNAME20","R_PARTNERNAME",46,"46","セキスイハイム近畿㈱","セキスイハイム近畿㈱"
"R_PARTNERNAME21","R_PARTNERNAME",45,"45","積水ハウス㈱","積水ハウス㈱"
"R_PARTNERNAME22","R_PARTNERNAME",47,"47","ゼロコーポレーション","㈱ゼロコーポレーション"
"R_PARTNERNAME23","R_PARTNERNAME",48,"48","㈱大京","㈱大京"
"R_PARTNERNAME24","R_PARTNERNAME",49,"49","㈱ダイマルヤ","㈱ダイマルヤ"
"R_PARTNERNAME25","R_PARTNERNAME",50,"50","大丸屋住宅㈱","大丸屋住宅㈱"
"R_PARTNERNAME26","R_PARTNERNAME",52,"52","大和システム㈱","大和システム㈱"
"R_PARTNERNAME27","R_PARTNERNAME",908,"908","大和ハウス（本社）","大和ハウス工業㈱　〔本社〕"
"R_PARTNERNAME28","R_PARTNERNAME",909,"909","大和ハウス（京都）","大和ハウス工業㈱　〔京都支店〕"
"R_PARTNERNAME29","R_PARTNERNAME",910,"910","㈱環商事","㈱環商事"
"R_PARTNERNAME3","R_PARTNERNAME",902,"902","葵産業㈱","葵産業㈱"
"R_PARTNERNAME30","R_PARTNERNAME",53,"53","㈱デザオ建設","㈱デザオ建設"
"R_PARTNERNAME31","R_PARTNERNAME",916,"55","東京建物㈱","東京建物㈱"
"R_PARTNERNAME32","R_PARTNERNAME",914,"54","東急リバブル㈱","東急リバブル㈱"
"R_PARTNERNAME33","R_PARTNERNAME",56,"56","東レ建設㈱","東レ建設㈱"
"R_PARTNERNAME34","R_PARTNERNAME",43,"43","双日リアルネット㈱","双日リアルネット㈱"
"R_PARTNERNAME35","R_PARTNERNAME",58,"58","㈱日本エスコン","㈱日本エスコン"
"R_PARTNERNAME36","R_PARTNERNAME",59,"59","エスリード㈱","エスリード㈱"
"R_PARTNERNAME37","R_PARTNERNAME",57,"57","㈱日商エステム","㈱日商エステム"
"R_PARTNERNAME38","R_PARTNERNAME",60,"60","㈱ノーケン","㈱ノーケン"
"R_PARTNERNAME39","R_PARTNERNAME",63,"63","ハイネスコーポ","ハイネスコーポレーション㈱"
"R_PARTNERNAME4","R_PARTNERNAME",903,"903","㈱穴吹工務店","㈱穴吹工務店"
"R_PARTNERNAME40","R_PARTNERNAME",61,"61","阪急電鉄㈱","阪急電鉄㈱"
"R_PARTNERNAME41","R_PARTNERNAME",62,"62","パナソニックホームズ","パナソニックホームズ㈱"
"R_PARTNERNAME42","R_PARTNERNAME",911,"911","平和奥田㈱","平和奥田㈱"
"R_PARTNERNAME43","R_PARTNERNAME",915,"64","丸紅不動産販売㈱","丸紅不動産販売㈱"
"R_PARTNERNAME44","R_PARTNERNAME",66,"66","三井不動産レジデン","三井不動産レジデンシャル㈱"
"R_PARTNERNAME45","R_PARTNERNAME",65,"65","三井不動産販売㈱","三井不動産販売㈱"
"R_PARTNERNAME46","R_PARTNERNAME",67,"67","睦備建設㈱","睦備建設㈱"
"R_PARTNERNAME47","R_PARTNERNAME",68,"68","ユニハイムエステート","ユニハイムエステート㈱"
"R_PARTNERNAME48","R_PARTNERNAME",912,"912","㈱最上不動産","㈱最上不動産"
"R_PARTNERNAME49","R_PARTNERNAME",305,"305","嵯峨野不動産G","㈱嵯峨野不動産グループ"
"R_PARTNERNAME5","R_PARTNERNAME",904,"904","栄泉不動産㈱","栄泉不動産㈱"
"R_PARTNERNAME50","R_PARTNERNAME",302,"302","オウミ住宅㈱","オウミ住宅㈱"
"R_PARTNERNAME51","R_PARTNERNAME",307,"307","㈱八清","㈱八清"
"R_PARTNERNAME52","R_PARTNERNAME",309,"309","四辻木材興業㈱","四辻木材興業㈱"
"R_PARTNERNAME53","R_PARTNERNAME",913,"913","㈱明野住宅","㈱明野住宅"
"R_PARTNERNAME54","R_PARTNERNAME",32,"32","ｱｰﾊﾞﾝﾗｲﾌ住宅販売㈱","ｱｰﾊﾞﾝﾗｲﾌ住宅販売㈱"
"R_PARTNERNAME55","R_PARTNERNAME",33,"33","㈱大倉","㈱大倉"
"R_PARTNERNAME56","R_PARTNERNAME",41,"41","住商建物㈱","住商建物㈱"
"R_PARTNERNAME57","R_PARTNERNAME",69,"69","サンヨーホームズ㈱","サンヨーホームズ㈱"
"R_PARTNERNAME58","R_PARTNERNAME",70,"70","阪急阪神不動産㈱","阪急阪神不動産㈱"
"R_PARTNERNAME59","R_PARTNERNAME",71,"71","オリックス不動産㈱","オリックス不動産㈱"
"R_PARTNERNAME6","R_PARTNERNAME",73,"73","巌本金属㈱","巌本金属㈱"
"R_PARTNERNAME60","R_PARTNERNAME",75,"75","大阪ガス都市開発㈱","大阪ガス都市開発㈱"
"R_PARTNERNAME61","R_PARTNERNAME",76,"76","名鉄都市開発㈱","名鉄都市開発㈱"
"R_PARTNERNAME62","R_PARTNERNAME",77,"77","総合地所㈱","総合地所㈱"
"R_PARTNERNAME63","R_PARTNERNAME",78,"78","㈱長谷工アーベスト","㈱長谷工アーベスト"
"R_PARTNERNAME64","R_PARTNERNAME",79,"79","㈱フージャースコーポ","㈱フージャースコーポレーション"
"R_PARTNERNAME65","R_PARTNERNAME",80,"80","伊藤忠ハウジング㈱","伊藤忠ハウジング㈱"
"R_PARTNERNAME66","R_PARTNERNAME",81,"81","オーエス㈱","オーエス㈱"
"R_PARTNERNAME67","R_PARTNERNAME",82,"82","三菱地所レジデンス㈱","三菱地所レジデンス㈱"
"R_PARTNERNAME68","R_PARTNERNAME",83,"83","南海不動産㈱","南海不動産㈱"
"R_PARTNERNAME69","R_PARTNERNAME",84,"84","ミサワホーム近畿㈱","ミサワホーム近畿㈱"
"R_PARTNERNAME7","R_PARTNERNAME",905,"905","大倉建設㈱","大倉建設㈱"
"R_PARTNERNAME70","R_PARTNERNAME",85,"85","ダイマルヤアネックス","㈱ダイマルヤアネックス"
"R_PARTNERNAME71","R_PARTNERNAME",900,"201","京都府医師会","京都府医師会"
"R_PARTNERNAME72","R_PARTNERNAME",301,"301","㈱ヤマダホームズ","㈱ヤマダホームズ"
"R_PARTNERNAME73","R_PARTNERNAME",303,"303","建都住宅販売㈱","建都住宅販売㈱"
"R_PARTNERNAME74","R_PARTNERNAME",304,"304","㈱最上不動産Ｇ","㈱最上不動産グループ"
"R_PARTNERNAME75","R_PARTNERNAME",306,"306","トヨタホーム近畿㈱","トヨタホーム近畿㈱"
"R_PARTNERNAME76","R_PARTNERNAME",308,"308","三井ホーム㈱","三井ホーム㈱"
"R_PARTNERNAME77","R_PARTNERNAME",310,"310","住友不動産㈱","住友不動産㈱"
"R_PARTNERNAME78","R_PARTNERNAME",311,"311","㈱プレサンスコーポ","㈱プレサンスコーポレーション"
"R_PARTNERNAME79","R_PARTNERNAME",312,"312","㈱高栄ホーム","㈱高栄ホーム"
"R_PARTNERNAME8","R_PARTNERNAME",72,"72","京都パナホーム㈱","京都パナホーム㈱"
"R_PARTNERNAME80","R_PARTNERNAME",313,"313","㈱日本ハウスホール","㈱日本ハウスホールディングス"
"R_PARTNERNAME81","R_PARTNERNAME",314,"314","野村不動産㈱","野村不動産㈱"
"R_PARTNERNAME82","R_PARTNERNAME",315,"315","橋本不動産㈱","橋本不動産㈱"
"R_PARTNERNAME83","R_PARTNERNAME",316,"316","㈱今井建設","㈱今井建設"
"R_PARTNERNAME84","R_PARTNERNAME",317,"317","関電不動産開発㈱","関電不動産開発㈱"
"R_PARTNERNAME85","R_PARTNERNAME",318,"318","㈱山中商事","㈱山中商事"
"R_PARTNERNAME86","R_PARTNERNAME",401,"401","㈱大上住宅不動産","㈱大上住宅不動産"
"R_PARTNERNAME87","R_PARTNERNAME",402,"402","㈱大林工務店","㈱大林工務店"
"R_PARTNERNAME88","R_PARTNERNAME",403,"403","国土建設㈱","国土建設㈱"
"R_PARTNERNAME89","R_PARTNERNAME",404,"404","㈱西洋ハウジング","㈱西洋ハウジング"
"R_PARTNERNAME9","R_PARTNERNAME",35,"35","近鉄不動産㈱","近鉄不動産㈱"
