"CChny_HanyouUniqueKey","CChny_HanyouCodeKey","CChny_Sort","CChny_HanyouCodeValue","CChny_HanyouCodeNaiyou","CChny_HanyouCodeSetumei"
"GKAKUDUKE26","GKAKUDUKE",26,"26","AAA-","JCR AAA-"
"GKAKUDUKE27","GKAKUDUKE",27,"27","AA+","JCR AA+"
"GKAKUDUKE28","GKAKUDUKE",28,"28","AA","JCR AA"
"GKAKUDUKE29","GKAKUDUKE",29,"29","AA-","JCR AA-"
"GKAKUDUKE30","GKAKUDUKE",30,"30","A+","JCR A+"
"GKAKUDUKE31","GKAKUDUKE",31,"31","A","JCR A"
"GKAKUDUKE32","GKAKUDUKE",32,"32","A-","JCR A-"
"GKAKUDUKE33","GKAKUDUKE",33,"33","BBB+","JCR BBB+"
"GKAKUDUKE34","GKAKUDUKE",34,"34","BBB","JCR BBB"
"GKAKUDUKE35","GKAKUDUKE",35,"35","BBB-","JCR BBB-"
"GKAKUDUKE36","GKAKUDUKE",36,"36","BB+","JCR BB+"
"GKAKUDUKE37","GKAKUDUKE",37,"37","BB","JCR BB"
"GKAKUDUKE38","GKAKUDUKE",38,"38","BB-","JCR BB-"
"GKAKUDUKE39","GKAKUDUKE",39,"39","B+","JCR B+"
"GKAKUDUKE40","GKAKUDUKE",40,"40","B","JCR B"
"GKAKUDUKE41","GKAKUDUKE",41,"41","B-","JCR B-"
"GKAKUDUKE42","GKAKUDUKE",42,"42","CCC+","JCR CCC+"
"GKAKUDUKE43","GKAKUDUKE",43,"43","CCC+","JCR CCC+"
"GKAKUDUKE44","GKAKUDUKE",44,"44","CCC-","JCR CCC-"
"GKAKUDUKE45","GKAKUDUKE",45,"45","CC","JCR CC"
"GKAKUDUKE46","GKAKUDUKE",46,"46","該当なし","JCR 該当なし"
"GKAKUDUKE47","GKAKUDUKE",47,"47","AAA+","Moodys AAA+"
"GKAKUDUKE48","GKAKUDUKE",48,"48","AAA","Moodys AAA"
"GKAKUDUKE49","GKAKUDUKE",49,"49","AAA-","Moodys AAA-"
"GKAKUDUKE50","GKAKUDUKE",50,"50","AA+","Moodys AA+"
"GKAKUDUKE51","GKAKUDUKE",51,"51","AA","Moodys AA"
"GKAKUDUKE52","GKAKUDUKE",52,"52","AA-","Moodys AA-"
"GKAKUDUKE53","GKAKUDUKE",53,"53","A+","Moodys A+"
"GKAKUDUKE54","GKAKUDUKE",54,"54","A","Moodys A"
"GKAKUDUKE55","GKAKUDUKE",55,"55","A-","Moodys A-"
"GKAKUDUKE56","GKAKUDUKE",56,"56","BBB+","Moodys BBB+"
"GKAKUDUKE57","GKAKUDUKE",57,"57","BBB","Moodys BBB"
"GKAKUDUKE58","GKAKUDUKE",58,"58","BBB-","Moodys BBB-"
"GKAKUDUKE59","GKAKUDUKE",59,"59","BB+","Moodys BB+"
"GKAKUDUKE60","GKAKUDUKE",60,"60","BB","Moodys BB"
"GKAKUDUKE61","GKAKUDUKE",61,"61","BB-","Moodys BB-"
"GKAKUDUKE62","GKAKUDUKE",62,"62","B+","Moodys B+"
"GKAKUDUKE63","GKAKUDUKE",63,"63","B","Moodys B"
"GKAKUDUKE64","GKAKUDUKE",64,"64","B-","Moodys B-"
"GKAKUDUKE65","GKAKUDUKE",65,"65","CCC+","Moodys CCC+"
"GKAKUDUKE66","GKAKUDUKE",66,"66","CCC+","Moodys CCC+"
"GKAKUDUKE67","GKAKUDUKE",67,"67","CCC-","Moodys CCC-"
"GKAKUDUKE68","GKAKUDUKE",68,"68","CC","Moodys CC"
"GKAKUDUKE69","GKAKUDUKE",69,"69","該当なし","Moodys 該当なし"
"GKAKUDUKE70","GKAKUDUKE",70,"70","AAA+","S&P AAA+"
"GKAKUDUKE71","GKAKUDUKE",71,"71","AAA","S&P AAA"
"GKAKUDUKE72","GKAKUDUKE",72,"72","AAA-","S&P AAA-"
"GKAKUDUKE73","GKAKUDUKE",73,"73","AA+","S&P AA+"
"GKAKUDUKE74","GKAKUDUKE",74,"74","AA","S&P AA"
"GKAKUDUKE75","GKAKUDUKE",75,"75","AA-","S&P AA-"
"GKAKUDUKE76","GKAKUDUKE",76,"76","A+","S&P A+"
"GKAKUDUKE77","GKAKUDUKE",77,"77","A","S&P A"
"GKAKUDUKE78","GKAKUDUKE",78,"78","A-","S&P A-"
"GKAKUDUKE79","GKAKUDUKE",79,"79","BBB+","S&P BBB+"
"GKAKUDUKE80","GKAKUDUKE",80,"80","BBB","S&P BBB"
"GKAKUDUKE81","GKAKUDUKE",81,"81","BBB-","S&P BBB-"
"GKAKUDUKE82","GKAKUDUKE",82,"82","BB+","S&P BB+"
"GKAKUDUKE83","GKAKUDUKE",83,"83","BB","S&P BB"
"GKAKUDUKE84","GKAKUDUKE",84,"84","BB-","S&P BB-"
"GKAKUDUKE85","GKAKUDUKE",85,"85","B+","S&P B+"
"GKAKUDUKE86","GKAKUDUKE",86,"86","B","S&P B"
"GKAKUDUKE87","GKAKUDUKE",87,"87","B-","S&P B-"
"GKAKUDUKE88","GKAKUDUKE",88,"88","CCC+","S&P CCC+"
"GKAKUDUKE89","GKAKUDUKE",89,"89","CCC+","S&P CCC+"
"GKAKUDUKE90","GKAKUDUKE",90,"90","CCC-","S&P CCC-"
"GKAKUDUKE91","GKAKUDUKE",91,"91","CC","S&P CC"
"GKAKUDUKE92","GKAKUDUKE",92,"92","該当なし","S&P 該当なし"
"GKAKUDUKE93","GKAKUDUKE",93,"93","AAA+","FITCH AAA+"
"GKAKUDUKE94","GKAKUDUKE",94,"94","AAA","FITCH AAA"
"GKAKUDUKE95","GKAKUDUKE",95,"95","AAA-","FITCH AAA-"
"GKAKUDUKE96","GKAKUDUKE",96,"96","AA+","FITCH AA+"
"GKAKUDUKE97","GKAKUDUKE",97,"97","AA","FITCH AA"
"GKAKUDUKE98","GKAKUDUKE",98,"98","AA-","FITCH AA-"
"GKAKUDUKE99","GKAKUDUKE",99,"99","A+","FITCH A+"
"GR_REQUEST","GRADEUSERLEVEL",1,"GR_REQUEST","担当者","（営業店）　担当者"
"GR_UNDERWRITE1","GRADEUSERLEVEL",2,"GR_UNDERWRITE1","検印","（営業店）　検印"
"GR_UNDERWRITE2","GRADEUSERLEVEL",3,"GR_UNDERWRITE2","支店長","（営業店）　支店長"
"GR_UNDERWRITE3","GRADEUSERLEVEL",4,"GR_UNDERWRITE3","１次承認","（与信監査部）　１次承認者　業務役以下"
"GR_UNDERWRITE4","GRADEUSERLEVEL",5,"GR_UNDERWRITE4","２次承認","（与信監査部）　２次承認者　課長・部次長"
"GR_UNDERWRITE5","GRADEUSERLEVEL",6,"GR_UNDERWRITE5","部長","（与信監査部）　最終決裁者　部長"
"GRADE","DEFINITION",2,"GRADE","信用格付","テンプレート取得関連、ユーザ登録関連で利用"
"GRADESTATUS１","GRADESTATUS",1,"1","未格付","未格付"
"GRADESTATUS2","GRADESTATUS",2,"2","格付取得中","格付取得中"
"GRADESTATUS3","GRADESTATUS",3,"3","格付取得済","格付取得済"
"GRADESTATUS4","GRADESTATUS",4,"4","格付取得エラー","格付取得エラー"
"GUARANTEE","DEFINITION",5,"GUARANTEE","担保・保証管理","テンプレート取得関連"
"GYOSYU0100","GYOSYU",1,"0100","食料品","食料品"
"GYOSYU0200","GYOSYU",2,"0200","繊維品","繊維品"
"GYOSYU0300","GYOSYU",3,"0300","木材・木製品","木材・木製品"
"GYOSYU0400","GYOSYU",4,"0400","パルプ・紙・紙加工品","パルプ・紙・紙加工品"
"GYOSYU0500","GYOSYU",5,"0500","印刷","印刷"
"GYOSYU0800","GYOSYU",6,"0800","化学工業","化学工業"
"GYOSYU0900","GYOSYU",7,"0900","石油精製","石油精製"
"GYOSYU1000","GYOSYU",8,"1000","窯業・土石製品","窯業・土石製品"
"GYOSYU1100","GYOSYU",9,"1100","鉄鋼","鉄鋼"
"GYOSYU1200","GYOSYU",10,"1200","非鉄金属","非鉄金属"
"GYOSYU1300","GYOSYU",11,"1300","金属製品","金属製品"
"GYOSYU1400","GYOSYU",12,"1400","汎・生産・業務用機械","はん用・生産用・業務用機械"
"GYOSYU1500","GYOSYU",13,"1500","電気機械器具","電気機械器具"
"GYOSYU1800","GYOSYU",14,"1800","輸送用機械器具","輸送用機械器具"
"GYOSYU1900","GYOSYU",15,"1900","精密機械器具","精密機械器具"
"GYOSYU2000","GYOSYU",16,"2000","その他製造業","その他製造業"
"GYOSYU2200","GYOSYU",17,"2200","農業","農業"
"GYOSYU2300","GYOSYU",18,"2300","林業","林業"
"GYOSYU2400","GYOSYU",19,"2400","漁業","漁業"
"GYOSYU2500","GYOSYU",20,"2500","鉱・採石・砂利採取業","鉱業、採石業、砂利採取業"
"GYOSYU2600","GYOSYU",21,"2600","建設業","建設業"
"GYOSYU3000","GYOSYU",22,"3000","保険業","保険業"
"GYOSYU3010","GYOSYU",23,"3010","金融商品先物取引業","金融商品取引業、商品先物取引業"
"GYOSYU3020","GYOSYU",24,"3020","その他の金融業","その他の金融業"
"GYOSYU3030","GYOSYU",25,"3030","銀行・協同組織金融業","銀行業、協同組織金融業"
"GYOSYU3100","GYOSYU",26,"3100","食料品卸売","食料品卸売"
"GYOSYU3200","GYOSYU",27,"3200","繊維品卸売","繊維品卸売"
"GYOSYU3300","GYOSYU",28,"3300","鉱物・金属材料卸売","鉱物・金属材料卸売"
"GYOSYU3400","GYOSYU",29,"3400","その他の卸売業","その他の卸売業"
"GYOSYU3700","GYOSYU",30,"3700","飲食業","飲食業"
"GYOSYU3800","GYOSYU",31,"3800","小売業","小売業"
"GYOSYU3810","GYOSYU",32,"3810","百貨店","百貨店"
"GYOSYU4100","GYOSYU",33,"4100","不動産業","不動産業"
"GYOSYU4110","GYOSYU",34,"4110","地方住宅供給公社","地方住宅供給公社"
"GYOSYU4120","GYOSYU",35,"4120","地方開発公社","地方開発公社"
"GYOSYU4130","GYOSYU",36,"4130","不動産賃貸業","不動産賃貸業"
"GYOSYU4140","GYOSYU",37,"4140","不動産流動化等ＳＰＣ","不動産流動化等を目的とするＳＰＣ"
"GYOSYU4150","GYOSYU",38,"4150","個人による貸家業","個人による貸家業"
"GYOSYU4600","GYOSYU",39,"4600","運輸業、郵便業","運輸業、郵便業"
"GYOSYU4610","GYOSYU",40,"4610","私鉄","私鉄"
"GYOSYU4650","GYOSYU",41,"4650","通信業","通信業"
"GYOSYU4800","GYOSYU",42,"4800","電気ガス熱供給水道業","電気・ｶﾞｽ熱供給・水道業（関西電力、大阪瓦斯）"
"GYOSYU4900","GYOSYU",43,"4900","教育・学習支援業","教育・学習支援業"
"GYOSYU5000","GYOSYU",44,"5000","物品賃貸業","物品賃貸業"
"GYOSYU5100","GYOSYU",45,"5100","宿泊業","宿泊業"
"GYOSYU5200","GYOSYU",46,"5200","娯楽","娯楽"
"GYOSYU5210","GYOSYU",47,"5210","生活関連サービス業","生活関連サービス業"
"GYOSYU5250","GYOSYU",48,"5250","専門・技術サービス業","学術研究、専門・技術サービス業"
"GYOSYU5300","GYOSYU",49,"5300","情報サービス・放送","情報サービス・放送"
"GYOSYU5320","GYOSYU",50,"5320","出版","出版"
"GYOSYU5340","GYOSYU",51,"5340","映画","映画"
"GYOSYU5400","GYOSYU",52,"5400","医療・保健衛生","医療・保健衛生"
"GYOSYU5420","GYOSYU",53,"5420","福祉","福祉"
"GYOSYU5500","GYOSYU",54,"5500","その他のサービス業","その他のサービス業"
"GYOSYU5510","GYOSYU",55,"5510","各種団体等","各種団体等"
"GYOSYU5520","GYOSYU",56,"5520","広告","広告"
"GYOSYU5900","GYOSYU",57,"5900","地方公共団体","地方公共団体"
"GYOSYU6000","GYOSYU",58,"6000","個人","個人"
"GYOSYU6010","GYOSYU",59,"6010","会社役員","会社役員"
"GYOSYU6020","GYOSYU",60,"6020","会社員","会社員"
"GYOSYU6030","GYOSYU",61,"6030","公務員","公務員"
"GYOSYU6040","GYOSYU",62,"6040","教職員","教職員"
"GYOUSYUKUBUN0","GYOUSYUKUBUN",0,"0","全業種","全業種"
"GYOUSYUKUBUN1","GYOUSYUKUBUN",1,"1","農林水産業","農林水産業"
"GYOUSYUKUBUN10","GYOUSYUKUBUN",10,"10","運輸業","運輸業"
"GYOUSYUKUBUN11","GYOUSYUKUBUN",11,"11","電気・ガス・水道業","電気・ガス・水道・熱供給業"
"GYOUSYUKUBUN12","GYOUSYUKUBUN",12,"12","サービス業","サービス業"
"GYOUSYUKUBUN2","GYOUSYUKUBUN",2,"2","鉱業","鉱業"
"GYOUSYUKUBUN3","GYOUSYUKUBUN",3,"3","建設業","建設業"
"GYOUSYUKUBUN4","GYOUSYUKUBUN",4,"4","製造業","製造業"
"GYOUSYUKUBUN5","GYOUSYUKUBUN",5,"5","卸売業","卸売業"
"GYOUSYUKUBUN6","GYOUSYUKUBUN",6,"6","代理商・仲立業","代理商・仲立業"
"GYOUSYUKUBUN7","GYOUSYUKUBUN",7,"7","小売業","小売業"
"GYOUSYUKUBUN8","GYOUSYUKUBUN",8,"8","証券・商品先物取引業","証券業・商品先物取引業"
"GYOUSYUKUBUN9","GYOUSYUKUBUN",9,"9","不動産業","不動産業"
"H_HATANKBN1","H_HATANKBN",1,"1","銀行取引停止処分","銀行取引停止処分"
"H_HATANKBN2","H_HATANKBN",2,"2","破産申立","破産申立"
"H_HATANKBN3","H_HATANKBN",3,"3","特別清算申立","特別清算申立"
"H_HATANKBN4","H_HATANKBN",4,"4","会社更生法申立","会社更生法申立"
"H_HATANKBN5","H_HATANKBN",5,"5","民事再生申立","民事再生申立"
"H_HOUJINKAKU0","H_HOUJINKAKU",1,"0","個人","個人"
"H_HOUJINKAKU1","H_HOUJINKAKU",2,"1","法人","法人"
"H_HSYUBETU1","H_HSYUBETU",1,"1","保証人","保証人"
"H_HSYUBETU2","H_HSYUBETU",2,"2","保証会社","保証会社"
"H_HSYUBETU3","H_HSYUBETU",3,"3","公的保証","公的保証"
"H_HYOUKAHOUHOU1","H_HYOUKAHOUHOU",1,"1","当庫評価","当庫評価"
"H_HYOUKAHOUHOU2","H_HYOUKAHOUHOU",2,"2","法定鑑定","法定鑑定"
"H_HYOUKAHOUHOU3","H_HYOUKAHOUHOU",3,"3","簡易鑑定","簡易鑑定"
"H_HYOUKAHOUHOU4","H_HYOUKAHOUHOU",4,"4","競売評価","競売評価"
"H_JIYUU1","H_JIYUU",1,"1","税法上の無税化","税法上の無税化"
"H_JIYUU2","H_JIYUU",2,"2","債権売却","債権売却"
"H_JIYUU3","H_JIYUU",3,"3","回収","回収"
"H_JIYUU4","H_JIYUU",4,"4","その他","その他"
"H_RIYOUHOUHOU1","H_RIYOUHOUHOU",1,"1","自用","自用"
"H_RIYOUHOUHOU2","H_RIYOUHOUHOU",2,"2","賃貸権","賃貸権"
"H_RIYOUHOUHOU3","H_RIYOUHOUHOU",3,"3","使用賃借","使用賃借"
"H_RIYOUHOUHOU4","H_RIYOUHOUHOU",4,"4","未利用","未利用"
"H_RIYOUHOUHOU5","H_RIYOUHOUHOU",5,"5","その他","その他"
"H_RIYUU1","H_RIYUU",1,"1","期中ランクアップ","期中ランクアップ"
"H_RIYUU2","H_RIYUU",2,"2","担保フルカバー","担保フルカバー"
"H_RIYUU3","H_RIYUU",3,"3","その他","その他"
"H_SAGYOU0","H_SAGYOU",2,"0","作業要","作業状況登録該当なし"
"H_SAGYOU1","H_SAGYOU",1,"1","作業未開始","作業未開始"
"H_SAGYOU2","H_SAGYOU",3,"2","作業中","作業中"
"H_SAGYOU3","H_SAGYOU",4,"3","作業済","作業済"
"H_SAGYOU4","H_SAGYOU",5,"4","償却申請済","償却申請済"
"H_STATUS1","H_STATUS",1,"1","抽出","抽出"
"H_STATUS2","H_STATUS",2,"2","未承認","未承認"
"H_STATUS3","H_STATUS",3,"3","差戻","差戻"
"H_STATUS4","H_STATUS",4,"4","取下","取下"
"H_STATUS5","H_STATUS",6,"5","承認","承認"
"H_STATUS6","H_STATUS",7,"6","追加動機確認","追加動機確認"
"H_STATUS7","H_STATUS",5,"7","承認待ち","承認待ち"
"H_SYOUNIN1","H_SYOUNIN",2,"1","差戻","差戻"
"H_SYOUNIN2","H_SYOUNIN",3,"2","承認","承認"
"H_SYOUNIN3","H_SYOUNIN",1,"3","承認待ち","承認待ち"
"HENSAIHOUHOU1","HENSAIHOUHOU",1,"1","期日一括","期日一括返済"
"HENSAIHOUHOU2","HENSAIHOUHOU",2,"2","元金均等","元金均等返済"
"HENSAIHOUHOU3","HENSAIHOUHOU",3,"3","商担","商担返済"
"HENSAIHOUHOU4","HENSAIHOUHOU",4,"4","元利均等","元利均等返済"
"HENSAIHOUHOU5","HENSAIHOUHOU",5,"5","定型外","定型外返済"
"HENSAIHOUHOU6","HENSAIHOUHOU",6,"6","随時","随時返済"
"HENSAIHOUHOU7","HENSAIHOUHOU",7,"7","ステップ償還","ステップ償還"
"HENSAIHOUHOU8","HENSAIHOUHOU",8,"8","約定","約定返済"
"HENSAIHOUHOU9","HENSAIHOUHOU",9,"9","その他","その他返済"
"HOSYOKAISYA01","HOSYOKAISYA",1,"01","なし","なし"
"HOSYOKAISYA02","HOSYOKAISYA",2,"02","保証協会(有担)","保証協会(有担)"
"HOSYOKAISYA03","HOSYOKAISYA",3,"03","保証協会(無担)","保証協会(無担)"
"HOSYOKAISYA04","HOSYOKAISYA",4,"04","中信ローン保証","中信ローン保証"
"HOSYOKAISYA05","HOSYOKAISYA",5,"05","全国保証","全国保証"
"HOSYOKAISYA06","HOSYOKAISYA",6,"06","しんきん保証基金","しんきん保証基金"
"HOSYOKAISYA07","HOSYOKAISYA",7,"07","オリックス","オリックス"
"HOSYOKAISYA08","HOSYOKAISYA",8,"08","クレディセゾン","クレディセゾン"
"HOSYOKAISYA09","HOSYOKAISYA",9,"09","ライフカード","ライフカード"
"HOSYOKAISYA10","HOSYOKAISYA",10,"10","三井住友カード","三井住友カード"
"HOSYOKAISYA11","HOSYOKAISYA",11,"11","オリコ","オリコ"
"HOSYOKAISYA12","HOSYOKAISYA",12,"12","三菱UFJニコス","三菱UFJニコス"
"HOSYOKAISYA13","HOSYOKAISYA",13,"13","信金ギャランティ","信金ギャランティ"
"HOSYOKAISYA14","HOSYOKAISYA",16,"14","その他","その他"
"HOSYOKAISYA15","HOSYOKAISYA",14,"15","セゾンファンデックス","セゾンファンデックス"
"HOSYOKAISYA16","HOSYOKAISYA",15,"16","中小機構・50％","中小機構・50％"
"HOSYOMOKU100000","HOSYOMOKUTEKI",1,"100000","信用","信用"
"HOSYOMOKU200000","HOSYOMOKUTEKI",2,"200000","預金","預金"
"HOSYOMOKU300000","HOSYOMOKUTEKI",3,"300000","有価証券","有価証券"
"HOSYOMOKU510000","HOSYOMOKUTEKI",4,"510000","不動産抵当権","不動産抵当権"
"HOSYOMOKU520000","HOSYOMOKUTEKI",5,"520000","不動産根抵当権","不動産根抵当権"
"HOSYOMOKU611001","HOSYOMOKUTEKI",6,"611001","協一般/京都","協会個別一般　協会（京都）"
"HOSYOMOKU611002","HOSYOMOKUTEKI",7,"611002","協一般/売掛金　90%","協会個別一般　協会（京都）・売掛金９０％"
"HOSYOMOKU611003","HOSYOMOKUTEKI",8,"611003","協一般/大阪","協会個別一般　協会（大阪）・保証番号９ｘｘｘｘｘｘｘ"
"HOSYOMOKU611004","HOSYOMOKUTEKI",9,"611004","協一般/滋賀","協会個別一般　協会（滋賀）・保証番号８ｘｘｘｘｘｘｘ"
"HOSYOMOKU611005","HOSYOMOKUTEKI",10,"611005","協一般流用/京都","協会個別一般　協会流用（京都）"
"HOSYOMOKU611006","HOSYOMOKUTEKI",11,"611006","協一般流用/大阪","協会個別一般　協会流用（大阪）"
"HOSYOMOKU611007","HOSYOMOKUTEKI",12,"611007","協一般流用/滋賀","協会個別一般　協会流用（滋賀）"
"HOSYOMOKU611008","HOSYOMOKUTEKI",13,"611008","協一般/80%　京都","協会個別一般　協会（京都）・８０％保証"
"HOSYOMOKU611009","HOSYOMOKUTEKI",14,"611009","協一般/90%　京都","協会個別一般　協会（京都）・９０％保証"
"HOSYOMOKU611010","HOSYOMOKUTEKI",15,"611010","協一般/93.3%","協会個別一般　協会（京都）・９３．３％保証"
"HOSYOMOKU611011","HOSYOMOKUTEKI",16,"611011","協一般流用/80%","協会個別一般　協会流用（京都）・８０％保証"
"HOSYOMOKU611012","HOSYOMOKUTEKI",17,"611012","協一般流用/90%","協会個別一般　協会流用（京都）・９０％保証"
"HOSYOMOKU611013","HOSYOMOKUTEKI",18,"611013","協一般流用/93.3%","協会個別一般　協会流用（京都）・９３．３％保証"
"HOSYOMOKU611014","HOSYOMOKUTEKI",19,"611014","協一般/80%　大阪","協会個別一般　協会（大阪）・８０％保証"
"HOSYOMOKU611015","HOSYOMOKUTEKI",20,"611015","協一般/80%　滋賀","協会個別一般　協会（滋賀）・８０％保証"
"HOSYOMOKU611016","HOSYOMOKUTEKI",21,"611016","協一般流用/80%　大阪","協会個別一般　協会流用（大阪）・８０％保証"
"HOSYOMOKU611017","HOSYOMOKUTEKI",22,"611017","協一般流用/80%　滋賀","協会個別一般　協会流用（滋賀）・８０％保証"
"HOSYOMOKU611018","HOSYOMOKUTEKI",23,"611018","協条変/40％無担 京都","協会条変対応（無担）４０％保証（京都）"
"HOSYOMOKU611019","HOSYOMOKUTEKI",24,"611019","協条変/40％有担 京都","協会条変対応（有担）４０％保証（京都）"
"HOSYOMOKU611020","HOSYOMOKUTEKI",25,"611020","協条変/40％無担 大阪","協会条変対応（無担）４０％保証（大阪）"
"HOSYOMOKU611021","HOSYOMOKUTEKI",26,"611021","協条変/40％有担 大阪","協会条変対応（有担）４０％保証（大阪）"
"HOSYOMOKU611022","HOSYOMOKUTEKI",27,"611022","協条変/40％無担 滋賀","協会条変対応（無担）４０％保証（滋賀）"
"HOSYOMOKU611023","HOSYOMOKUTEKI",28,"611023","協条変/40％有担 滋賀","協会条変対応（有担）４０％保証（滋賀）"
"HOSYOMOKU611024","HOSYOMOKUTEKI",29,"611024","協一般/奈良","協会個別一般　協会（奈良）"
"HOSYOMOKU611025","HOSYOMOKUTEKI",30,"611025","協一般流用/奈良","協会個別一般　協会流用（奈良）"
"HOSYOMOKU611026","HOSYOMOKUTEKI",31,"611026","協一般/80%　奈良","協会個別一般　協会（奈良）・８０％保証"
"HOSYOMOKU611027","HOSYOMOKUTEKI",32,"611027","協一般流用/80%　奈良","協会個別一般　協会流用（奈良）・８０％保証"
"HOSYOMOKU621001","HOSYOMOKUTEKI",33,"621001","協追認/一般","協会個別追認　協会（京都）"
"HOSYOMOKU621002","HOSYOMOKUTEKI",34,"621002","協追認/売掛金　90%","協会個別追認　協会（京都）・売掛金９０％"
"HOSYOMOKU621003","HOSYOMOKUTEKI",35,"621003","協追認/大阪","協会個別追認　協会（大阪）・保証番号９ｘｘｘｘｘｘｘ"
"HOSYOMOKU621004","HOSYOMOKUTEKI",36,"621004","協追認/滋賀","協会個別追認　協会（滋賀）・保証番号８ｘｘｘｘｘｘｘ"
"HOSYOMOKU621005","HOSYOMOKUTEKI",37,"621005","協追認流用/京都","協会個別追認　協会流用（京都）"
"HOSYOMOKU621006","HOSYOMOKUTEKI",38,"621006","協追認流用/大阪","協会個別追認　協会流用（大阪）"
"HOSYOMOKU621007","HOSYOMOKUTEKI",39,"621007","協追認流用/滋賀","協会個別追認　協会流用（滋賀）"
"HOSYOMOKU621008","HOSYOMOKUTEKI",40,"621008","協追認/80%","協会個別追認　協会（京都）・８０％保証"
"HOSYOMOKU621009","HOSYOMOKUTEKI",41,"621009","協追認/90%","協会個別追認　協会（京都）・９０％保証"
"HOSYOMOKU621010","HOSYOMOKUTEKI",42,"621010","協追認/93.3%","協会個別追認　協会（京都）・９３．３％保証"
"HOSYOMOKU621011","HOSYOMOKUTEKI",43,"621011","協追認流用/80%","協会個別追認　協会流用（京都）・８０％保証"
"HOSYOMOKU621012","HOSYOMOKUTEKI",44,"621012","協追認流用/90%","協会個別追認　協会流用（京都）・９０％保証"
"HOSYOMOKU621013","HOSYOMOKUTEKI",45,"621013","協追認流用/93.3%","協会個別追認　協会流用（京都）・９３．３％保証"
"HOSYOMOKU621014","HOSYOMOKUTEKI",46,"621014","協追認/80%　大阪","協会個別追認　協会（大阪）・８０％保証"
"HOSYOMOKU621015","HOSYOMOKUTEKI",47,"621015","協追認/80%　滋賀","協会個別追認　協会（滋賀）・８０％保証"
"HOSYOMOKU621016","HOSYOMOKUTEKI",48,"621016","協追認流用/80%　大阪","協会個別追認　協会流用（大阪）・８０％保証"
"HOSYOMOKU621017","HOSYOMOKUTEKI",49,"621017","協追認流用/80%　滋賀","協会個別追認　協会流用（滋賀）・８０％保証"
"HOSYOMOKU621018","HOSYOMOKUTEKI",50,"621018","協追認/40％無担 京都","協会個別追認（無担）４０％保証（京都）"
